title,abstract
Biochemical Property Based Positional Matrix: A New Approach Towards Genome Sequence Comparison,"The growth of the genome sequence has become one of the emerging areas in the study of bioinformatics. It has led to an excessive demand for researchers to develop advanced methodologies for evolutionary relationships among species. The alignment-free methods have been proved to be more efficient and appropriate related to time and space than existing alignment-based methods for sequence analysis. In this study, a new alignment-free genome sequence comparison technique is proposed based on the biochemical properties of nucleotides. Each genome sequence can be distributed in four parameters to represent a 21-dimensional numerical descriptor using the Positional Matrix. To substantiate the proposed method, phylogenetic trees are constructed on the viral and mammalian datasets by applying the UPGMA/NJ clustering method. Further, the results of this method are compared with the results of the Feature Frequency Profiles method, the Positional Correlation Natural Vector method, the Graph-theoretic method, the Multiple Encoding Vector method, and the Fuzzy Integral Similarity method. In most cases, it is found that the present method produces more accurate results than the prior methods. Also, in the present method, the execution time for computation is comparatively small."
Mediative Mechanism of Freezing/Thawing on Greenhouse Gas Emissions in an Inland Saline-Alkaline Wetland: a Metagenomic Analysis,"Inland saline-alkaline wetlands distributed in the mid-high latitude have repeatedly experienced freezing and thawing. However, the response of greenhouse gas (GHG) emission and microbially-mediated carbon and nitrogen cycle to freezing and thawing remains unclear. We monitored the GHG flux in an inland saline-alkaline wetland and found that, compared with the growth period, the average CO2 flux decreased from 171.99 to 76.61–80.71 mg/(m2‧h), the average CH4 flux decreased from 10.72 to 1.96–3.94 mg/(m2‧h), and the average N2O flux decreased from 56.17 to − 27.14 to − 20.70 μg/(m2‧h). Freezing and thawing significantly decreased the relative abundance of functional genes involved in carbon and nitrogen cycles. The aceticlastic methanogenic pathway was the main methanogenic pathway, whereas the Candidatus Methylomirabilis oxyfera was the most abundant methane oxidizer in the wetland. Ammonia-oxidizing archaea and denitrifier belonging to proteobacteria was the major microbial N2O source, while bacteria within clade II nosZ was the major microbial N2O sink. Freezing and thawing reduced the relative abundance of these genes, leading to a decrease in GHG flux."
Frequency shifts in a laterally finite piezoelectric resonator loaded with a viscous liquid layer of finite size,"The free shear vibration in a laterally finite piezoelectric plate loaded with a viscous liquid layer of finite size is investigated in this paper. Considering the lateral edge effect and segmented boundary condition at the solid–liquid interface, a new theoretical solution is obtained using the Fourier series, from which the resonant frequencies and mode shapes are calculated and examined. The convergence of the solution is verified, and the correctness is proved by the finite element method. The results reveal that the vibration in the central part of the sensor decays into lateral boundaries and the liquid layer when contacting with liquid, resulting in a decrease in frequency and an increase in attenuation. Moreover, the effects of liquid thickness, length, viscosity and density on resonant frequency are quantified, which are expected to provide useful data and guidelines for liquid sensor design and development."
Fracture mechanics of an arbitrary position crack emanating from a nano-hole in one-dimensional hexagonal piezoelectric quasicrystals,"The mode III fracture behavior of an arbitrary position crack emanating from a nano-hole in one-dimensional hexagonal piezoelectric quasicrystals is studied. Based on the Gurtin–Murdoch surface theory and the boundary value problems theory, the expressions of the electro-elastic fields and the generalized field intensity factor at the crack tip are obtained. The presented solution can degenerate into existing results. The influences of the hole size, crack location, crack–hole interaction, applied electro-elastic loads and quasicrystal coupling coefficient on the generalized field intensity factor are discussed. The generalized field intensity factor has significant size effects when the surface effect is considered. The influence of the surface effect on the generalized field intensity factor depends on the crack location. The larger the relative size of the crack is, the greater the surface effect is. The effects of applied electro-elastic loads and quasicrystal coupling coefficient on each generalized field intensity factor are quite different."
Neutral coated spheres in nonlinear thermoelectricity,"We construct neutral coated spherical inhomogeneities in a nonlinearly coupled thermoelectric material. The coated spherical inhomogeneity, when inserted into a thermoelectric matrix, does not disturb the prescribed thermoelectric field of uniform electric current density and uniform energy flux along arbitrary directions in the surrounding matrix. Exact expressions for the effective electric and thermal conductivities of two-phase sphere assemblages completely replacing the original thermoelectric matrix are obtained. The most restrictive Hashin–Shtrikman bounds are derived for the effective electric and thermal conductivities of macroscopically homogeneous and isotropic two-phase thermoelectric materials."
Microstructure and color stability of calcium silicate-based dental materials exposed to blood or platelet-rich fibrin,"To investigate the effects of blood and platelet-rich fibrin (PRF), commonly used scaffolds in regenerative endodontic treatment (RET), on the hydration, microstructure, and color stability of three hydraulic calcium silicate cements (HCSCs), OrthoMTA, RetroMTA, and TotalFill-BC-RRM."
"Redox Status, Immune Alterations, Histopathology, and Micronuclei Induction in Labeo rohita Dwelling in Polluted River Water","In this study, we measured various parameters of oxidative stress, immune response, and abnormalities in the erythrocyte nucleus of Labeo rohita inhabiting the polluted Kshipra River, India. The river water contains heavy metals in this order: Ni > Fe > Cd > Cr > Mn > Zn > Cu. Fe showed the highest accumulation in gills, liver, and gut, whereas Ni (gills and gut) and Cd (liver) were lowest accumulated. The superoxide dismutase (SOD) and catalase (CAT) were found to be increased significantly (p < 0.05) in the gills (SOD: 211%; CAT: 150%), liver (SOD: 447%; CAT: 304%), and gut (SOD: 98.11%; CAT: 58.69%) in comparison with the reference fish. However, glutathione S transferase (GST) showed significantly (p < 0.05) higher activity in the gills (25.5%) but lower activity in the liver (− 49.22%) and the gut (− 30.57%). Moreover, reduced glutathione (GSH) decreased significantly (p < 0.05) in the gills (− 46.66%), liver (− 33.20%), and gut (− 39.87%). Despite the active response of the antioxidant enzymes, the highest lipid peroxidation was observed in the liver (463%). The effect of heavy metals was also observed on the immunity of the fish, causing immunosuppression as evident by significantly (p < 0.05) lower values of acid phosphatase (− 50%), myeloperoxidase (− 48.33%), and nitric oxide synthase (− 50%) in serum. Histopathological findings showed gill lamellae shortening, hyperplasia, club-shaped lamellar tip in exposed gills and necrosis, vacuolization, and pyknosis in the exposed liver. Furthermore, polluted river water was also found to induce micronuclei (2.1%) and lobed nuclei (0.72%) in erythrocytes (0.65%). These results indicate the potential of heavy metal-induced oxidative stress and other forms of stress in inhabiting fish, highlighting the need to control the pollution of this river water."
In Silico and In Vitro Analyses Reveal Promising Antimicrobial Peptides from Myxobacteria,"Antimicrobial resistance (AMR) is a global concern, and as soon as new antibiotics are introduced, resistance to those agents emerges. Therefore, there is an increased appetite for alternative antimicrobial agents to traditional antibiotics. Here, we used in silico methods to investigate potential antimicrobial peptides (AMPs) from predatory myxobacteria. Six hundred seventy-two potential AMP sequences were extracted from eight complete myxobacterial genomes. Most putative AMPs were predicted to be active against Klebsiella pneumoniae with least activity being predicted against Staphylococcus aureus. One hundred seventeen AMPs (defined here as ‘potent putative AMPs’) were predicted to have very good activity against more than two bacterial pathogens, and these were characterized further in silico. All potent putative AMPs were predicted to have anti-inflammatory and antifungal properties, but none was predicted to be active against viruses. Twenty six (22%) of them were predicted to be hemolytic to human erythrocytes, five were predicted to have anticancer properties, and 56 (47%) were predicted to be biofilm active. In vitro assays using four synthesized AMPs showed high MIC values (e.g. So_ce_56_913 250 µg/ml and Coral_AMP411 125 µg/ml against E. coli). However, antibiofilm assays showed a substantial reduction in numbers (e.g. Coral_AMP411 and Myxo_mac104 showed a 69% and 73% reduction, respectively, at the lowest concentration against E. coli) compared to traditional antibiotics. Fourteen putative AMPs had high sequence similarity to proteins which were functionally associated with proteins of known function. The myxobacterial genomes also possessed a variety of biosynthetic gene clusters (BGCs) that can encode antimicrobial secondary metabolites, but their numbers did not correlate with those of the AMPs. We suggest that AMPs from myxobacteria are a promising source of novel antimicrobial agents with a plethora of biological properties."
Three-dimensional quantum wavelet transforms,"Wavelet transform is being widely used in the field of information processing. One-dimension and two-dimension quantum wavelet transforms have been investigated as important tool algorithms. However, three-dimensional quantum wavelet transforms have not been reported. This paper proposes a multi-level three-dimensional quantum wavelet transform theory to implement the wavelet transform for quantum videos. Then, we construct the iterative formulas for the multi-level three-dimensional Haar and Daubechies D4 quantum wavelet transforms, respectively. Next, we design quantum circuits of the two wavelet transforms using iterative methods. Complexity analysis shows that the proposed wavelet transforms offer exponential speed-up over their classical counterparts. Finally, the proposed quantum wavelet transforms are selected to realize quantum video compression as a primary application. Simulation results reveal that the proposed wavelet transforms have better compression performance for quantum videos than two-dimension quantum wavelet transforms."
"A new self-assessment tool following shoulder stabilization surgery, the auto-Walch and auto-Rowe questionnaires","Patient-reported outcome measures (PROMS) are increasingly used for patient evaluation, as well as for scientific research. Few are used for practical purposes in the clinical setting, and few are reliable enough to allow proper feedback to physicians. Two of the most commonly used assessment tools in shoulder instability are the Walch–Duplay and the Rowe scores. The aim of this study was to evaluate the validity of self-administered versions of the Walch–Duplay and Rowe scores following shoulder stabilization procedure."
