title,abstract
Understanding Evaluations of Foreigners in Modern South Africa: The Relationship Between Subjective Wellbeing and Xenophobia,"Recent and recurrent violence against immigrants in South Africa highlight the prevalence of xenophobia in the country. Is there a relationship between attitudes towards immigrant sentiment and life satisfaction at the individual level in that nation? Life satisfaction could be a proxy for anxiety, social alienation or insecurity which may be driving xenophobic sentiment. Using data from the 2013 South African Social Attitudes Survey, this paper examines the relationship between attitudes towards immigrants and life satisfaction (measured using the Personal Wellbeing Index). The study focuses exclusively on the attitudes of the country’s Black African majority. Bivariate and multivariate analysis found that life satisfaction did not have a strong relationship with pro-immigrant sentiments. Objective measures of socio-economic status (such as educational attainment) did not have a significant relationship with attitudes towards immigrants. Although improving subjective wellbeing among Black Africans is a worthwhile policy goal in of itself, the findings of this study suggest that addressing xenophobia among this group will require focus on other areas. Intergroup contact, interracial attitudes and perceptions about the consequences of immigration were found to be stronger predictors of pro-immigrant sentiment than life satisfaction. There was some evidence of `outsider solidarity ‘in the study—isiTsonga speakers and members of the ethnolinguistic Black African minority were more pro-immigrant in sentiment than other groups. The implications of this finding on the study of pro-immigration attitudes are discussed in the conclusion."
Black Patients with Colorectal Cancer Have More Advanced Cancer Stage at Time of Diagnosis: A Community-Based Safety-Net Hospital Experience,"Colorectal cancer (CRC) remains a leading cause of morbidity and mortality in the U.S. Disparities in access to care contribute to advanced CRC stage at diagnosis, and these disparities are most pronounced among underserved populations and ethnic minorities. We aim to evaluate race/ethnicity-specific disparities in CRC stage at diagnosis among an ethnically diverse, urban safety-net hospital. We retrospectively evaluated all adult CRC patients diagnosed from January 1, 2009 to October 1, 2015. CRC cases were confirmed by histopathology specimens from biopsies and/or surgical resection. CRC staging utilized American Joint Committee on Cancer (AJCC) staging systems and were stratified by race/ethnicity. Multivariate logistic regression models were utilized to evaluate disparities in AJCC stage at presentation (stage 3–4 vs. stage 0–2). Among 311 patients with CRC [51.5% male, 25.3% black, 18.7% Hispanic, 32.0% Asian, and mean age at diagnosis 58.1 years (SD 10.3)] 61.4% had advanced ACC stage 3–4 CRC at diagnosis. Among black patients with CRC, 73.3% had AJCC stage 3–4 cancer at time of diagnosis. On multivariate regression, blacks were nearly four times more likely to have advanced AJCC stage 3–4 CRC at diagnosis compared to whites (OR 3.70; 95% CI 0.97–14.11; p = 0.055). Among a diverse underserved population, over 60% of CRC were AJCC stage 3–4 at diagnosis, and nearly 75% of blacks with CRC had AJCC stage 3–4 at diagnosis. Advanced stage CRC at diagnosis limits options for potentially curative therapies, and increases the risk for cancer recurrence and mortality."
Long-Time Simulations of Nonlinear Schrödinger-Type Equations using Step Size Exceeding Threshold of Numerical Instability,"We propose an exponential time-differencing method based on the leapfrog scheme for numerical integration of the generalized nonlinear Schrödinger-type equations. The key advantage of the proposed method over the widely used Fourier split-step method is that in the new method, numerical instability at high wavenumbers is strongly suppressed. This allows one to use time steps that considerably exceed the instability threshold, which leads to a proportional reduction of the computational time. Moreover, we introduce a technique that eliminates numerical instability at low-to-moderate wavenumbers that is common for methods based on the leapfrog scheme. We illustrate the performance of the proposed method with examples from two applications areas: deterministic wave turbulence and solitary waves."
Misbeliefs About Gambling in a Convenience Sample from the General Population,"We examined knowledge about the role of randomness in gambling and the principle of independence of events, in a community sample. We also investigated whether this knowledge varies according to gender and age. A convenience sample of 1257 residents in French-speaking Switzerland, aged 18–88 years (28.5% of women) completed a short online questionnaire. This assessed the perceived role of human skills in four different games as well as beliefs relating to the principle of independence of events. The results show that 19.5% of the respondents perceived Roulette as a game for which the outcome is determined by skill. They also showed that 15.1% of the respondents did not hold beliefs about the independence of events principle. Gender and age differences were also observed: Men were proportionally more likely to hold erroneous beliefs about gambling skills and the independence of events, compared to women. The 18–25 year-old age group attributed Roulette outcomes to the gambler’s skill more frequently than the older categories. The implications of these findings for prevention and social support are discussed."
Protic Ionic Liquid Assisted Synthesis and Characterization of Ferromagnetic Cobalt Oxide Nanocatalyst,"Cobalt oxide (Co3O4) nanocatalyst was synthesized by sol-gel method using the protic ionic liquid namely 1-butylimidazolium glycolate as solvent and stabilizer. The obtained Co3O4 nanocatalyst was characterized by powder X-ray diffraction (XRD), Fourier transform infrared, High resolution scanning electron microscopy (HR-SEM), Energy dispersive X-ray (EDX), High resolution transmission electron microscopy (HR-TEM), Selected area electron diffraction, UV–Visible diffuse reflectance spectroscopy, Photoluminescence spectroscopy, Brunauer–Emmett–Teller surface area and Vibrating sample magnetometer (VSM). Powder XRD results showed the well-crystalline cubic structure of synthesized Co3O4 with size of 19.29 nm. Also, the sphere-like morphology of Co3O4 nanocatalyst was confirmed by HR-SEM and HR-TEM images. Furthermore, the synthesized Co3O4 nanocatalyst possessed optical band gap values of 1.75 and 2.46 eV and hence acted as a semiconducting material. In addition, the presence of small hysteresis loop in Magnetic measurement (VSM) confirmed the ferromagnetic nature of Co3O4 nanoparticles. Moreover, the synthesized Co3O4 nanocatalyst found to be used in photo-catalytic degradation of methylene blue and exhibited 94.61% efficiency."
A Cost-Effectiveness Analysis of Nintedanib in Idiopathic Pulmonary Fibrosis in the UK,International guidelines recommend nintedanib (OFEV®) as an option for the treatment of idiopathic pulmonary fibrosis (IPF).
The truncation of a cage graph,"The modern nanotechnology applies various cage molecules having a polyhedral shape. Topologically, a polyhedron is represented by its map. Since such a map is a plane graph, one may apply various graph-theoretical methods also for studying polyhedra. Of similar use are molecular (multi)tori. The surface of a multitorus is locally plane and allows one to apply much the same mathematical methods. This text is an introduction into the spectral theory of truncated cage graphs and truncated multitori. It anticipates further extensions."
Effects of social media on consumers’ purchase decisions: evidence from Taobao,"Given the rapid growth of social media, it is important to understand the effects of social media on consumers’ purchase decisions in the e-commerce environment. However, although some e-commerce sites have started to link themselves to social media to enhance user interactions, previous studies of social media and service management have shed little light on the effects of social media on consumers’ purchase decisions. This study proposes a theoretical research model that includes social media factors, social impact transfer factors, and e-commerce outcome factors. We posit social interaction ties and social media commitment as key elements of social media. An online questionnaire was conducted to test the research model and hypotheses based on survey data collected from Taobao, the largest e-commerce site in China. The analysis results indicate that social interaction ties have significant positive effects on social impact transfer factors and trust in online vendor, whereas they do not directly influence visit intention. Social media commitment plays a crucial role in increasing social impact transfer factors and e-commerce outcomes. The findings reveal the different effects of normative and informational social influences on consumer purchase decisions. Further implications are discussed."
The ecology of diamond sourcing: from mined to synthetic gems as a sustainable transition,"Luxury goods such as gemstones constitute a challenge for moving towards a sustainable society. From a purely bio-economic perspective, such goods consume planetary resources to provide a human “want” rather than a “need”. However, their extraction or manufacturing also provides important livelihoods for communities along the supply chain and hence contribute towards development outcomes. Comparing mined versus synthetic gems can provide consumers with important benchmarks on choice. The energy usage and emissions in mined versus lab-created diamonds was evaluated, based on industrial data, since these two factors are often a general indicator of environmental impact that can be useful in product comparisons. Depending on the process and the location of the mine, the data can be highly divergent and cannot be used as a singular measure of environmental impact. There is a need to develop life cycle analysis techniques from industrial ecology to conduct a detailed comparison of synthetic versus mined stones. Informed consumers could help to transition this luxury good towards a mix of mined and synthetic gems that best meet ecological and social metrics of sustainability."
FPGA-realization of a self-tuning PID controller for X–Y table with RBF neural network identification,"Based on field programmable gate array (FPGA) technology, a realization of a servo/motion control system with the self-tuning PID controller for X–Y table is presented in this work. Firstly, to cope with the system and external load uncertainly, a Radial Basis Function Neural Network (RBF NN) is applied to identify the dynamic model of the X-axis table and Y-axis table and to provide the information to adjust the PID controller gains. Then, the design of an FPGA-based motion control IC for X–Y table using the aforementioned controller is described. The motion controller IC includes two modules. The first module, which performs two PMSM’s position servo controllers for X–Y table, is implemented by hardware in FPGA. The position servo controller adopts self-tuning PID controller with RBF NN identification. The second module, which runs the motion trajectory planning for X–Y table, is implemented by software in Nios II processor. As the result, the hardware/software co-design technology can make the motion controller of X–Y table more compact, robust, flexible, and less cost."
Implementing Cognitive Behavioral Intervention for Trauma in Schools (CBITS) with Latino Youth,"Many Latino youth are often unable to access mental health services and support following exposure to traumatic and stressful events. This study assesses the benefits and effectiveness of utilizing Cognitive Behavioral Intervention for Trauma in Schools (CBITS), a school based intervention, with Spanish speaking, Latino youth residing in New Orleans, Louisiana, in effort to address presenting symptoms of trauma and depression."
Impact of laser pulse duration on the reduction of intraocular pressure during selective laser trabeculoplasty,"To evaluate the efficacy of selective laser trabeculoplasty (SLT) to lower intraocular pressure (IOP) in patients with primary open-angle glaucoma (POAG), normal tension glaucoma (NTG) or ocular hypertension (OHT), when performed with laser pulse duration of 1 ns compared with standard 3–5 ns."
Research on Google’s brand performance,"Google has developed an extremely high profitability during the past 5 years. The paper takes a research on how Google’s strategies and tactics incorporated consumer expectations, and aims at measuring and interpreting brand performance of Google. According to the research, Google remains the leading position in its core service-the search engine by using brand audit though faced with serious competition. The goal of the paper is to giving suggestions that Google need to continue its innovation in its website contribution and remain the high quality of searches to gain competitive power to attract advertisers. Considering to the failure in China and the drastic competition with Yahoo! in Japan, to sustain and reoccupy the search engine market, Google should keep strong relationship with the governments in its targeting markets, especially in Asia."
Managing QoS degradation of partner web services: A proactive and preventive approach,"In the service oriented paradigm, a software solution is a composition of individual web services. These web services, also called partner services, contribute not only to realize the functional capabilities of the software solution but also determine its Quality of Service (QoS). A partner web service operates in a dynamic environment, and hence is vulnerable to failures, or suffers from QoS degradation. The failure of a partner web service compromises QoS of service based solution. Therefore, a research challenge arises as to how to manage web services which suddenly disappear at the time of execution or stop performing as expected. Several solutions exist for run time monitoring of the partner web services so that when QoS values of some of them degrade, the software solution can be adapted and executed using alternative web services with better QoS. But these solutions are confined either to client side or to provider side. In this paper, we propose a solution which is distributed between the clients and the service providers. It is a software agent based framework that prevents invocation of partner web services with degraded QoS. The experimental results show the effectiveness and efficiency of the proposed solution in a dynamic runtime environment."
On the uniqueness of meromorphic functions and its difference operator sharing values or sets,In the paper we investigate the uniqueness problem of meromorphic functions and its difference operator sharing two or three sets or values and obtain some results which will improve some earlier results. Some examples have been exhibited to substantiate our certain claims.
